sample_id,site_id,site_name,location_id,matrix,latitude,longitude,collection_date,analysis_date,analyte,analytical_method,analyte_category,result_value,result_unit,detection_limit,qualifier,regulatory_mcl,lab_name,validator_initials,flag_missing_field,flag_duplicate_id,flag_impossible_value,holding_time_days,flag_holding_time_violation,flag_regulatory_exceedance,overall_qaqc_status,regulatory_status
SB-04-10-20230203-00094,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2023-02-03,2023-02-16,Tetrachloroethylene,EPA 8260,VOC,1.013,ug/L,0.25,,5.0,Pace Analytical,TL,False,False,False,13.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20241205-00095,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2024-12-05,2025-04-17,Chromium,EPA 6020,METAL,97.834,ug/L,5.0,,100.0,ALS Environmental,TL,False,False,False,133.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20240720-00096,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2024-07-20,2024-07-26,Trichloroethylene,EPA 8260,VOC,1.016,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20240101-00097,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2024-01-01,2024-01-18,Mercury,EPA 7470,METAL,0.512,ug/L,0.1,,2.0,ALS Environmental,RS,False,False,False,17.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20250216-00098,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2025-02-16,2025-03-07,Mercury,EPA 7470,METAL,0.165,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,19.0,False,False,PASS,WITHIN_LIMIT
,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-06-20,2023-06-21,Nitrate,EPA 300.0,WET_CHEM,7.845,mg/L,0.5,,10.0,Eurofins TestAmerica,RS,True,False,False,1.0,False,False,FAIL,WITHIN_LIMIT
MW-05-06-20230927-00100,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2023-09-27,2024-01-01,Chromium,EPA 6020,METAL,89.855,ug/L,5.0,,100.0,Pace Analytical,TL,False,False,False,96.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20240626-00101,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2024-06-26,2024-09-23,Cadmium,EPA 6020,METAL,0.202,ug/L,0.25,U,5.0,ALS Environmental,JM,False,False,False,89.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20230704-00102,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2023-07-04,2023-07-24,"1,1-Dichloroethylene",EPA 8260,VOC,3.542,ug/L,0.35,,7.0,Eurofins TestAmerica,KP,False,False,False,20.0,True,False,FAIL,WITHIN_LIMIT
MW-03-01-20250523-00103,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2025-05-23,2025-05-24,Nitrate,EPA 300.0,WET_CHEM,2.691,mg/L,0.5,,10.0,Eurofins TestAmerica,KP,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20231024-00104,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2023-10-24,2023-12-18,Arsenic,EPA 6020,METAL,6.544,ug/L,0.5,,10.0,Eurofins TestAmerica,RS,False,False,False,55.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20230930-00105,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-09-30,2023-10-04,Benzene,EPA 8260,VOC,1.311,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
SB-02-05-20240526-00106,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2024-05-26,2024-06-03,Benzene,EPA 8260,VOC,0.714,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20240906-00107,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2024-09-06,2025-01-04,Chromium,EPA 6020,METAL,41.111,ug/L,5.0,,100.0,ALS Environmental,JM,False,False,False,120.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20230403-00108,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-04-03,2023-04-07,Vinyl Chloride,EPA 8260,VOC,0.26,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20250524-00109,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2025-05-24,2025-05-24,pH,EPA 9040,FIELD,5.14,SU,0.01,,,Pace Analytical,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20240219-00110,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2024-02-19,2024-02-20,pH,EPA 9040,FIELD,6.8,SU,0.01,,,Pace Analytical,TL,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-01-05-20231217-00111,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2023-12-17,2024-07-02,Chromium,EPA 6020,METAL,9.062,ug/L,5.0,,100.0,ALS Environmental,KP,False,False,False,198.0,True,False,FAIL,WITHIN_LIMIT
SB-02-09-20240115-00112,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2024-01-15,2024-02-04,Tetrachloroethylene,EPA 8260,VOC,4.51,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,20.0,True,False,FAIL,WITHIN_LIMIT
MW-03-05-20240321-00113,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2024-03-21,2024-03-26,Vinyl Chloride,EPA 8260,VOC,1.609,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20231021-00114,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2023-10-21,2023-11-02,Tetrachloroethylene,EPA 8260,VOC,2.185,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,12.0,False,False,PASS,WITHIN_LIMIT
SB-02-07-20250427-00115,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2025-04-27,2025-05-21,Tetrachloroethylene,EPA 8260,VOC,1.951,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,24.0,True,False,FAIL,WITHIN_LIMIT
MW-01-02-20230506-00116,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2023-05-06,2023-05-07,Vinyl Chloride,EPA 8260,VOC,0.019,ug/L,0.1,U,2.0,Pace Analytical,RS,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-04-02-20230809-00117,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2023-08-09,2023-09-19,Lead,EPA 6020,METAL,13.614,ug/L,0.75,,15.0,Eurofins TestAmerica,KP,False,False,False,41.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20240718-00118,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2024-07-18,2024-12-26,Arsenic,EPA 6020,METAL,13.068,ug/L,0.5,,10.0,ALS Environmental,JM,False,False,False,161.0,False,True,PASS,EXCEEDANCE
MW-05-03-20240219-00119,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2024-02-19,2024-07-31,Arsenic,EPA 6020,METAL,2.439,ug/L,0.5,,10.0,ALS Environmental,JM,False,False,False,163.0,False,False,PASS,WITHIN_LIMIT
SB-02-07-20241229-00120,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2024-12-29,2025-02-20,Arsenic,EPA 6020,METAL,0.953,ug/L,0.5,,10.0,Pace Analytical,TL,False,False,False,53.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20230128-00121,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,,2023-01-28,Nitrate,EPA 300.0,WET_CHEM,2.176,mg/L,0.5,,10.0,Pace Analytical,TL,True,False,False,,True,False,FAIL,WITHIN_LIMIT
SB-04-05-20241103-00122,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2024-11-03,2024-11-04,Vinyl Chloride,EPA 8260,VOC,0.751,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-01-06-20240923-00123,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2024-09-23,2025-02-12,Cadmium,EPA 6020,METAL,12.69,ug/L,0.25,,5.0,Eurofins TestAmerica,TL,False,False,False,142.0,False,True,PASS,EXCEEDANCE
MW-01-01-20250623-00124,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2025-06-23,2025-08-31,Arsenic,EPA 6020,METAL,23.086,ug/L,0.5,,10.0,Pace Analytical,KP,False,False,False,69.0,False,True,PASS,EXCEEDANCE
MW-03-06-20240720-00125,SITE-03,Former Gas Station - Paterson,MW-03-06,GW,40.920805,-74.175553,2024-07-20,2024-07-30,Trichloroethylene,EPA 8260,VOC,2.384,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-04-04-20250131-00126,SITE-04,Rail Yard - Kearny,SB-04-04,SOIL,40.774138,-74.142103,2025-01-31,2025-02-01,pH,EPA 9040,FIELD,7.85,SU,0.01,,,Eurofins TestAmerica,TL,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-05-02-20230820-00127,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-08-20,2023-08-20,Nitrate,EPA 300.0,WET_CHEM,2.033,mg/L,0.5,,10.0,Eurofins TestAmerica,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20240531-00128,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2024-05-31,2024-06-20,Mercury,EPA 7470,METAL,0.309,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,False,20.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20241226-00129,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-12-26,2024-12-31,Benzene,EPA 8260,VOC,1.334,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
MW-03-01-20240913-00130,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2024-09-13,2024-09-18,Trichloroethylene,EPA 8260,VOC,0.299,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20250411-00131,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2025-04-11,2025-04-11,pH,EPA 9040,FIELD,5.51,SU,0.01,,,Eurofins TestAmerica,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20231212-00132,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-12-12,2023-12-27,Chromium,EPA 6020,METAL,76.978,ug/L,5.0,,100.0,ALS Environmental,TL,False,False,False,15.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20230406-00133,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-04-06,2023-08-09,Lead,EPA 6020,METAL,5.399,ug/L,0.75,,15.0,ALS Environmental,JM,False,False,False,125.0,False,False,PASS,WITHIN_LIMIT
SB-02-02-20241108-00134,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2024-11-08,2025-05-11,Lead,EPA 6020,METAL,3.237,ug/L,0.75,,15.0,ALS Environmental,TL,False,False,False,184.0,True,False,FAIL,WITHIN_LIMIT
MW-05-02-20231226-00135,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-12-26,2024-02-26,Chromium,EPA 6020,METAL,54.548,ug/L,5.0,,100.0,Eurofins TestAmerica,JM,False,False,False,62.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20250502-00136,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2025-05-02,2025-05-14,Arsenic,EPA 6020,METAL,1.182,ug/L,0.5,,10.0,Pace Analytical,TL,False,False,False,12.0,False,False,PASS,WITHIN_LIMIT
MW-01-05-20230529-00137,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2023-05-29,2023-05-29,Vinyl Chloride,EPA 8260,VOC,9.628,ug/L,0.1,,2.0,Eurofins TestAmerica,JM,False,False,False,0.0,False,True,PASS,EXCEEDANCE
MW-01-04-20241117-00138,SITE-01,Former Dry Cleaner - Newark,MW-01-04,GW,40.741421,-74.179838,2024-11-17,2025-01-17,Lead,EPA 6020,METAL,0.836,ug/L,0.75,,15.0,Pace Analytical,KP,False,False,False,61.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20240302-00139,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2024-03-02,2024-03-03,Benzene,EPA 8260,VOC,1.439,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20240327-00140,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2024-03-27,2024-05-08,Cadmium,EPA 6020,METAL,1.147,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,42.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20250401-00141,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2025-04-01,2025-04-18,Mercury,EPA 7470,METAL,6.365,ug/L,0.1,,2.0,ALS Environmental,KP,False,False,False,17.0,False,True,PASS,EXCEEDANCE
MW-01-06-20231005-00142,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2023-10-05,2023-10-05,pH,EPA 9040,FIELD,5.64,SU,0.01,,,Pace Analytical,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-02-20240509-00143,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2024-05-09,2024-05-10,"1,1-Dichloroethylene",EPA 8260,VOC,1.789,ug/L,0.35,,7.0,Pace Analytical,KP,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20241031-00144,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2024-10-31,2025-04-01,Arsenic,EPA 6020,METAL,2.28,ug/L,0.5,,10.0,Eurofins TestAmerica,JM,False,False,False,152.0,False,False,PASS,WITHIN_LIMIT
SB-04-08-20230708-00145,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2023-07-08,2023-07-13,Benzene,EPA 8260,VOC,5.303,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,5.0,False,True,PASS,EXCEEDANCE
SB-02-05-20250210-00146,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2025-02-10,2025-02-19,Tetrachloroethylene,EPA 8260,VOC,0.368,ug/L,0.25,,5.0,Eurofins TestAmerica,TL,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20250214-00147,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2025-02-14,2025-02-24,Trichloroethylene,EPA 8260,VOC,0.373,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20230527-00148,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2023-05-27,2023-05-28,Vinyl Chloride,EPA 8260,VOC,1.221,ug/L,0.1,,2.0,ALS Environmental,KP,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-03-04-20240427-00149,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2024-04-27,2024-09-22,Lead,EPA 6020,METAL,0.565,ug/L,0.75,,15.0,Eurofins TestAmerica,JM,False,False,False,148.0,False,False,PASS,WITHIN_LIMIT
MW-03-04-20250518-00150,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2025-05-18,2025-05-18,Nitrate,EPA 300.0,WET_CHEM,0.76,mg/L,0.5,,10.0,Eurofins TestAmerica,TL,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20230419-00151,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2023-04-19,2023-04-19,"1,1-Dichloroethylene",EPA 8260,VOC,4.053,ug/L,0.35,,7.0,Pace Analytical,TL,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-03-01-20240429-00152,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2024-04-29,2024-09-27,Arsenic,EPA 6020,METAL,20.866,ug/L,0.5,,10.0,ALS Environmental,KP,False,False,False,151.0,False,True,PASS,EXCEEDANCE
MW-03-03-20230520-00153,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2023-05-20,2023-05-21,Nitrate,EPA 300.0,WET_CHEM,1.027,mg/L,0.5,,10.0,Eurofins TestAmerica,JM,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-04-09-20240721-00154,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2024-07-21,2024-11-12,Chromium,EPA 6020,METAL,27.713,ug/L,5.0,,100.0,ALS Environmental,RS,False,False,False,114.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20240805-00155,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2024-08-05,2024-08-30,Vinyl Chloride,EPA 8260,VOC,0.037,ug/L,0.1,U,2.0,ALS Environmental,TL,False,False,False,25.0,True,False,FAIL,WITHIN_LIMIT
MW-01-05-20230519-00156,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2023-05-19,2023-08-16,Lead,EPA 6020,METAL,21.16,ug/L,0.75,,15.0,Eurofins TestAmerica,KP,False,False,False,89.0,False,True,PASS,EXCEEDANCE
SB-04-06-20240225-00157,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2024-02-25,2024-06-22,Cadmium,EPA 6020,METAL,1.425,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,118.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20230611-00158,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2023-06-11,2023-12-05,Arsenic,EPA 6020,METAL,1.349,ug/L,0.5,,10.0,ALS Environmental,KP,False,False,False,177.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20241113-00159,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2024-11-13,2025-02-02,Cadmium,EPA 6020,METAL,2.407,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,81.0,False,False,PASS,WITHIN_LIMIT
MW-05-05-20231130-00160,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2023-11-30,2024-02-08,Cadmium,EPA 6020,METAL,3.659,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,70.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20250406-00161,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2025-04-06,2025-05-10,Cadmium,EPA 6020,METAL,0.612,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,34.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20230425-00162,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2023-04-25,2023-04-29,Vinyl Chloride,EPA 8260,VOC,1.395,ug/L,0.1,,2.0,ALS Environmental,KP,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20231025-00163,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2023-10-25,2023-10-25,Nitrate,EPA 300.0,WET_CHEM,12.947,mg/L,0.5,,10.0,ALS Environmental,TL,False,False,False,0.0,False,True,PASS,EXCEEDANCE
SB-04-04-20230428-00164,SITE-04,Rail Yard - Kearny,SB-04-04,SOIL,40.774138,-74.142103,2023-04-28,2023-05-08,Tetrachloroethylene,EPA 8260,VOC,1.012,ug/L,0.25,,5.0,Pace Analytical,TL,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20230704-00165,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2023-07-04,2023-10-10,Cadmium,EPA 6020,METAL,41.478,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,98.0,False,True,PASS,EXCEEDANCE
SB-02-04-20240723-00166,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2024-07-23,2024-08-02,Vinyl Chloride,EPA 8260,VOC,0.411,ug/L,0.1,,2.0,ALS Environmental,RS,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20231231-00167,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2023-12-31,2024-06-21,Arsenic,EPA 6020,METAL,2.808,ug/L,0.5,,10.0,Eurofins TestAmerica,TL,False,False,False,173.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20231021-00168,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2023-10-21,2023-10-30,Vinyl Chloride,EPA 8260,VOC,1.001,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20250411-00169,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2025-04-11,2025-04-15,"1,1-Dichloroethylene",EPA 8260,VOC,67.042,ug/L,0.35,,7.0,ALS Environmental,TL,False,False,False,4.0,False,True,PASS,EXCEEDANCE
SB-04-08-20241125-00170,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2024-11-25,2024-12-03,Tetrachloroethylene,EPA 8260,VOC,0.967,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
SB-02-05-20230823-00171,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2023-08-23,2023-08-28,Vinyl Chloride,EPA 8260,VOC,0.49,ug/L,0.1,,2.0,Eurofins TestAmerica,KP,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20230602-00172,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2023-06-02,2023-11-30,Arsenic,EPA 6020,METAL,8.035,ug/L,0.5,,10.0,Eurofins TestAmerica,JM,False,False,False,181.0,True,False,FAIL,WITHIN_LIMIT
MW-01-06-20241206-00173,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2024-12-06,2024-12-26,Cadmium,EPA 6020,METAL,21.648,ug/L,0.25,,5.0,Eurofins TestAmerica,TL,False,False,False,20.0,False,True,PASS,EXCEEDANCE
MW-01-06-20240121-00174,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2024-01-21,2024-02-02,Benzene,EPA 8260,VOC,15.808,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,12.0,False,True,PASS,EXCEEDANCE
MW-01-06-20241221-00175,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2024-12-21,2025-03-16,Chromium,EPA 6020,METAL,36.711,ug/L,5.0,,100.0,ALS Environmental,RS,False,False,False,85.0,False,False,PASS,WITHIN_LIMIT
SB-04-10-20230610-00176,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2023-06-10,2023-09-09,Arsenic,EPA 6020,METAL,2.058,ug/L,0.5,,10.0,Eurofins TestAmerica,TL,False,False,False,91.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20250622-00177,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2025-06-22,2025-06-22,Benzene,EPA 8260,VOC,1.092,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20231017-00178,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2023-10-17,2023-10-19,Vinyl Chloride,EPA 8260,VOC,0.403,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20241218-00179,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2024-12-18,2024-12-30,Vinyl Chloride,EPA 8260,VOC,0.193,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,12.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20241231-00180,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2024-12-31,2025-02-08,Cadmium,EPA 6020,METAL,1.319,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,39.0,False,False,PASS,WITHIN_LIMIT
MW-01-04-20230520-00181,SITE-01,Former Dry Cleaner - Newark,MW-01-04,GW,40.741421,-74.179838,2023-05-20,2023-05-23,Vinyl Chloride,EPA 8260,VOC,0.0,ug/L,0.1,U,2.0,Pace Analytical,TL,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
SB-04-08-20230201-00182,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2023-02-01,2023-02-11,Trichloroethylene,EPA 8260,VOC,-0.22,ug/L,0.25,,5.0,ALS Environmental,KP,False,False,True,10.0,False,False,FAIL,WITHIN_LIMIT
SB-04-10-20240505-00183,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2024-05-05,2024-05-12,Arsenic,EPA 6020,METAL,2.213,ug/L,0.5,,10.0,Pace Analytical,RS,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20241116-00184,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2024-11-16,2024-11-23,Vinyl Chloride,EPA 8260,VOC,0.221,ug/L,0.1,,2.0,ALS Environmental,KP,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20230709-00185,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2023-07-09,2023-12-29,Chromium,EPA 6020,METAL,5.289,ug/L,5.0,,100.0,Pace Analytical,JM,False,False,False,173.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20250119-00186,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2025-01-19,2025-01-28,Benzene,EPA 8260,VOC,0.98,ug/L,0.25,,5.0,ALS Environmental,JM,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
